NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
220,손맛에 가버린 사모님,토미죠 타로,,,(주)영진크리에이티브,20210414,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
221,스와핑 : 상사의 아내 2,김환,(주)영화사가을,,(주)영화사가을,20210408,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
222,스와핑 : 친구의 아내 3,최찬호,(주)영화사가을,,(주)영화사가을,20210412,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
223,스와핑-초대된남과여,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210413,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
224,아이콘택트,와타나베 아이,,,(주)영진크리에이티브,20210430,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
225,어린 엄마4 - 무삭제판,김종석,모히또필름,,(주)컨텐츠 빌리지,20210415,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
226,어쩌다 구멍동서,조태호,(주)영화사가을,,(주)영화사가을,20210402,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
227,엄마와 형수는 내가 지켜,이두희,두리컴,,(주)코빈커뮤니케이션즈,20210415,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
228,엄마의 연애 2,한대위,(주)영화사가을,,(주)영화사가을,20210425,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
229,"영안실, 야간근무자",,,,주식회사 루믹스미디어,20210401,개봉영화,장편,기타,1.0,1000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화
230,예쁜식모2 : 취집전략,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,20210430,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,성인물(에로),청소년관람불가,일반영화
231,오디션 : 너를 보여줘,에로핑,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,20210414,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
232,오피스와이프:질펀한 야근,와카마츠 쇼군,,,(주)영진크리에이티브,20210402,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
233,와이프 대신 처제,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210413,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
234,왕게임 : 노예가 된 어린 여자들,안혜영,영화사 레드카펫,,마법사필름,20210401,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
235,욕구 터진 유부녀들,나가에 타카미,,,(주)영진크리에이티브,20210401,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
236,욕구불만 자매들 : 형부가 출장 간 날 무삭제,이대길,뷰소프트,,뷰소프트,20210415,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
237,욕정 터진 유부녀 유카,버드맨 텟페이,,,(주)영진크리에이티브,20210413,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
238,우즈벡 사돈처녀 무삭제,김환,(주)영화사가을,,(주)영화사가을,20210401,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
239,워 히어로: 솔져 오브 갓,크리스토퍼 포브스,,,(주)영화사 안다미로,20210419,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
240,유부녀를 노리는 나쁜 손길,코고로 킨다이치,,,(주)영진크리에이티브,20210402,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
241,은밀한 스와핑 무삭제판,판,(주)영진크리에이티브,,(주)영진크리에이티브,20210405,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
242,음란클리닉:거유만 노리는 의사,비바 곤조,,,(주)영진크리에이티브,20210409,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
243,음란한 유부녀의 은밀한 재택근무,토미죠 타로,,,(주)영진크리에이티브,20210409,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
244,음탕한 여자들:뜨거운 정사,나가에 타카미,,,(주)영진크리에이티브,20210409,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
245,적극적인 신입 AV 여배우,,,,(주)빅콘미디어,20210406,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
246,처제가 왜 거기서 나와? - 무삭제판,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,20210407,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
247,초보 가정부의 난장섹스,알렉사 박,케이엘 픽쳐스,,케이엘 픽쳐스,20210424,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
248,친구 엄마들 3 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,20210411,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
249,커플전용 하숙집,이대길,뷰소프트,,뷰소프트,20210407,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
250,패트리어트,,,(주)퍼스트런,(주)퍼스트런,20210408,개봉영화,장편,미국,1.0,6000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
251,팬티하우스 2,알렉사 박,케이엘 픽쳐스,,케이엘 픽쳐스,20210420,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
252,하마사키마오의 은밀한 수영강습 무삭제판,야만카 소쿠스,,,(주)영진크리에이티브,20210401,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
253,하숙집 : 그녀들의 신음소리 무삭제,김춘수,(주)영화사가을,,(주)영화사가을,20210404,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
254,핫바디 처제 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210405,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
255,형수님과 새누나,비바 곤조,,,(주)영진크리에이티브,20210426,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
256,형수님의 하얀 속살,김환,(주)영화사가을,,(주)영화사가을,20210427,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
257,환상의 스킬로 만져주는 마사지녀,핫시이,,,(주)빅콘미디어,20210406,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
258,흥건한 새엄마,사쿠라 후부키,,,(주)영진크리에이티브,20210426,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
259,21살승하의아이돌비밀일기-무삭제,판,스마일컨텐츠,,스마일컨텐츠,20210421,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
260,A형젖큰여자친구_무삭제,판,스마일컨텐츠,,스마일컨텐츠,20210408,개봉영화,장편,한국,1.0,1000.0,1.0,1000.0,1.0,성인물(에로),청소년관람불가,일반영화
1,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
2,싱크홀,김지훈,(주)더타워픽쳐스,,(주)쇼박스,2021-08-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
3,인질,필감성,"(주)외유내강,(주)샘컴퍼니",,(주)넥스트엔터테인먼트월드(NEW),2021-08-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
4,더 수어사이드 스쿼드,제임스 건,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-08-,개봉영화,장편,미국,,,,,,액션,청소년관람불가,일반영화
5,보스 베이비 2,톰 맥그라스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-,개봉영화,장편,미국,,,,,,애니메이션,전체관람가,일반영화
6,프리 가이,숀 레비,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-08-,개봉영화,장편,미국,750.0,,,,,액션,12세이상관람가,일반영화
7,블랙 위도우,케이트 쇼트랜드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
8,정글 크루즈,자움 콜렛 세라,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-,개봉영화,장편,미국,831.0,,,,,액션,12세이상관람가,일반영화
9,올드,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-08-,개봉영화,장편,미국,550.0,,,,,공포(호러),12세이상관람가,일반영화
10,귀문,심덕근,"(주)고스트픽처스,(주)주피터필름",,"씨제이 씨지브이(CJ CGV)(주),(주)씨네필운",2021-08-,개봉영화,장편,한국,692.0,,,,,미스터리,15세이상관람가,일반영화
11,방법: 재차의,김용완,"클라이맥스 스튜디오(주),(주)씨제이이엔엠,스튜디오 드래곤,(주)키이스트",,(주)씨제이이엔엠,2021-07-,개봉영화,장편,한국,838.0,,,,,미스터리,15세이상관람가,일반영화
12,극장판 도라에몽: 진구의 신공룡,이마이 카즈아키,,대원미디어(주),(주)리틀빅픽쳐스,2021-08-,개봉영화,장편,일본,502.0,,,,,애니메이션,전체관람가,일반영화
13,퍼피 구조대 더 무비,캘런 브런커,,,롯데컬처웍스(주)롯데엔터테인먼트,2021-08-,개봉영화,장편,미국,355.0,,,,,애니메이션,전체관람가,일반영화
14,레미니센스,리사 조이,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-08-,개봉영화,장편,미국,548.0,,,,,SF,12세이상관람가,일반영화
15,여름날 우리,한톈,,찬란,"찬란,메가박스중앙(주)",2021-08-,개봉영화,장편,중국,262.0,,,,,코미디,12세이상관람가,독립/예술영화
16,그린 나이트,데이빗 로워리,,찬란,(주)팝엔터테인먼트,2021-08-,개봉영화,장편,미국,235.0,,,,,어드벤처,15세이상관람가,독립/예술영화
17,랑종,반종 피산다나쿤,(주)노던크로스,,(주)쇼박스,2021-07-,개봉영화,장편,한국,,,,,,공포(호러),청소년관람불가,일반영화
18,블랙핑크 더 무비,"오윤동,정수이",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2021-08-,개봉영화,장편,한국,147.0,,,,,공연,전체관람가,일반영화
19,이스케이프 룸 2: 노 웨이 아웃,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-07-,개봉영화,장편,미국,728.0,,,,,액션,15세이상관람가,일반영화
20,크루엘라,크레이그 질레스피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-05-,개봉영화,장편,미국,,,,,,드라마,12세이상관람가,일반영화
21,남색대문,이치엔,,오드,오드,2021-08-,개봉영화,장편,대만,79.0,,,,,드라마,12세이상관람가,독립/예술영화
22,은혼 더 파이널,,,에스엠지홀딩스 주식회사,워터홀컴퍼니(주),2021-07-,개봉영화,장편,일본,170.0,,,,,애니메이션,15세이상관람가,일반영화
23,팜 스프링스,맥스 바버카우,,그린나래미디어(주),(주)디스테이션,2021-08-,개봉영화,장편,미국,83.0,,,,,코미디,15세이상관람가,독립/예술영화
24,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,308.0,,,,,드라마,12세이상관람가,독립/예술영화
25,이번엔 잘 되겠지,이승수,무진영화사,,THE 픽쳐스,2021-07-,개봉영화,장편,한국,48.0,,,,,코미디,15세이상관람가,독립/예술영화
26,꽃다발 같은 사랑을 했다,도이 노부히로,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-07-,개봉영화,장편,일본,198.0,,,,,멜로/로맨스,12세이상관람가,독립/예술영화
27,피닉스,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,2021-07-,개봉영화,장편,독일,54.0,,,,,드라마,12세이상관람가,독립/예술영화
28,다이노 마이 프렌드,종위,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2021-08-,개봉영화,장편,중국,185.0,,,,462.0,애니메이션,전체관람가,일반영화
29,킬러의 보디가드 2,패트릭 휴즈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-06-,개봉영화,장편,미국,975.0,,,,,액션,청소년관람불가,일반영화
30,"우리, 둘",,,그린나래미디어(주),"그린나래미디어(주),(주)버킷스튜디오",2021-07-,개봉영화,장편,프랑스,54.0,,,,,드라마,12세이상관람가,독립/예술영화
31,잘리카투,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-08-,개봉영화,장편,기타,45.0,,,,,액션,15세이상관람가,독립/예술영화
32,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,아라이 카즈토,,(주)애니플러스,(주)애니플러스,2021-08-,개봉영화,장편,일본,44.0,,,,,애니메이션,15세이상관람가,일반영화
33,암살자들,,,주식회사 더쿱,"주식회사 왓챠,주식회사 더쿱",2021-08-,개봉영화,장편,미국,39.0,,,,,다큐멘터리,15세이상관람가,독립/예술영화
34,킬러의 보디가드 2: 킬러의 와이프,패트릭 휴즈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-08-,개봉영화,장편,미국,30.0,,,,,액션,15세이상관람가,일반영화
35,더 그레이트 샤크,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-08-,개봉영화,장편,헝가리,106.0,,,,927.0,공포(호러),12세이상관람가,일반영화
36,갈매기,김미조,DGC,,(주)영화사 진진,2021-07-,개봉영화,장편,한국,42.0,,,,,드라마,15세이상관람가,독립/예술영화
37,귀신,정하용,주식회사 시네마천국,,(주)스튜디오 보난자,2021-08-,개봉영화,장편,한국,31.0,,,,,공포(호러),청소년관람불가,독립/예술영화
38,박강아름 결혼하다,박강아름,창작집단3355 (A.3355),,(주)영화사 진진,2021-08-,개봉영화,장편,한국,32.0,,,,,다큐멘터리,전체관람가,독립/예술영화
39,코드 카림,페드리코 알로토,,(주)월드시네마,(주)월드시네마,2021-08-,개봉영화,장편,이탈리아,21.0,,,,,액션,15세이상관람가,독립/예술영화
40,학교 가는 길,김정인,(주)마로스튜디오,,(주)영화사 진진,2021-05-,개봉영화,장편,한국,90.0,,,,622.0,다큐멘터리,12세이상관람가,독립/예술영화
41,상견니,황천인,,오드,오드,2021-08-,개봉영화,장편,기타,99.0,,,,840.0,드라마,12세이상관람가,일반영화
42,생각의 여름,김종재,너드 조크 필름,,㈜인디스토리,2021-08-,개봉영화,장편,한국,41.0,,,,,드라마,12세이상관람가,독립/예술영화
43,오필리아,클레어 맥카시,,그린나래미디어(주),(주)홈초이스,2021-07-,개봉영화,장편,미국,117.0,,,,,멜로/로맨스,15세이상관람가,독립/예술영화
44,콰이어트 플레이스 2,존 크래신스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2021-06-,개봉영화,장편,미국,,,,,,스릴러,15세이상관람가,일반영화
45,자마,루크레시아 마르텔,,M&M 인터내셔널,M&M 인터내셔널,2021-08-,개봉영화,장편,아르헨티나,34.0,,,,,드라마,15세이상관람가,독립/예술영화
46,와인 패밀리,숀 시스터나,,해피송,해피송,2021-07-,개봉영화,장편,캐나다,35.0,,,,,드라마,12세이상관람가,독립/예술영화
47,나는 나대로 혼자서 간다,오키타 슈이치,,(주)영화사 진진,(주)영화사 진진,2021-07-,개봉영화,장편,일본,23.0,,,,,드라마,12세이상관람가,독립/예술영화
48,분노의 질주: 더 얼티메이트,저스틴 린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-05-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
49,어웨이,긴츠 질발로디스,,"주식회사 온 피크,(주)씨네필운",(주)씨네필운,2021-08-,개봉영화,장편,기타,19.0,,,,743.0,애니메이션,전체관람가,독립/예술영화
50,발신제한,김창주,"(주)티피에스컴퍼니,(주)씨제이이엔엠",,(주)씨제이이엔엠,2021-06-,개봉영화,장편,한국,,,,,217.0,스릴러,15세이상관람가,일반영화
51,웬디,벤 제틀린,,(주)영화사 진진,"(주)영화사 진진,하이, 스트레인저",2021-06-,개봉영화,장편,미국,79.0,,,,,드라마,12세이상관람가,독립/예술영화
52,언더그라운드,김정근,수요일,,(주)시네마달,2021-08-,개봉영화,장편,한국,19.0,,,,728.0,다큐멘터리,12세이상관람가,독립/예술영화
53,프랑켄슈타인,대니 보일,,,CGV ICECON,2021-08-,개봉영화,장편,미국,12.0,,,,695.0,공연,15세이상관람가,일반영화
54,더 퍼지: 포에버,에베라도 발레리오 구트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-,개봉영화,장편,미국,52.0,,,,,스릴러,청소년관람불가,일반영화
55,숏버스 이별행,"유현,김세희,김홍기,원은선",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-07-,개봉영화,장편,한국,53.0,,951.0,,305.0,코미디,15세이상관람가,독립/예술영화
56,극장판 귀멸의 칼날: 무한열차편,소토자키 하루오,,에스엠지홀딩스 주식회사,워터홀컴퍼니(주),2021-01-,개봉영화,장편,일본,380.0,,931.0,,776.0,애니메이션,15세이상관람가,일반영화
57,루카,엔리코 카사로사,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-06-,개봉영화,장편,미국,856.0,,917.0,,628.0,애니메이션,전체관람가,일반영화
58,아담,마리암 투자니,,시네마 뉴원,시네마 뉴원,2021-08-,개봉영화,장편,모로코,29.0,,900.0,,606.0,드라마,12세이상관람가,독립/예술영화
59,워스,사라 코랑겔로,,미디어소프트,(주)홈초이스,2021-07-,개봉영화,장편,미국,65.0,,719.0,,383.0,드라마,12세이상관람가,독립/예술영화
60,다크 앤드 위키드,브라이언 버티노,,(주)히스토리필름,와이드 릴리즈(주),2021-06-,개봉영화,장편,미국,164.0,,675.0,,675.0,공포(호러),15세이상관람가,일반영화
61,노매드랜드,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-04-,개봉영화,장편,미국,181.0,,531.0,,531.0,드라마,12세이상관람가,독립/예술영화
62,아이스 로드,조나단 헨스라이,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2021-07-,개봉영화,장편,미국,344.0,,486.0,,296.0,스릴러,12세이상관람가,일반영화
63,숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-08-,개봉영화,옴니버스,한국,14.0,,464.0,,297.0,멜로/로맨스,12세이상관람가,독립/예술영화
64,액션히어로,이진호,한국예술종합학교 산학협력단,,(주)트리플픽쳐스,2021-07-,개봉영화,장편,한국,110.0,,446.0,,308.0,액션,12세이상관람가,독립/예술영화
65,우리는 매일매일,강유가람,영희야 놀자,,㈜인디스토리,2021-06-,개봉영화,장편,한국,30.0,,424.0,,272.0,다큐멘터리,12세이상관람가,독립/예술영화
66,트립 투 그리스,마이클 윈터바텀,,찬란,"찬란,하이, 스트레인저",2021-07-,개봉영화,장편,영국,48.0,,351.0,,109.0,코미디,15세이상관람가,독립/예술영화
67,캐논볼,정승민,디포커스필름,,(주)이놀미디어,2021-08-,개봉영화,장편,한국,12.0,,349.0,,282.0,드라마,12세이상관람가,독립/예술영화
68,사보타지 1941,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2021-08-,개봉영화,장편,러시아,5.0,,300.0,,220.0,드라마,15세이상관람가,독립/예술영화
69,뱅퀴시,조지 갈로,,,(주)까멜리아이엔티,2021-06-,개봉영화,장편,미국,48.0,,280.0,,280.0,액션,15세이상관람가,일반영화
70,올리버 색스: 그의 생애,릭 번스,,,하준사,2021-08-,개봉영화,장편,미국,9.0,,273.0,,195.0,다큐멘터리,12세이상관람가,독립/예술영화
71,어린자매의 유혹,이우민,(주)로드하우스,,노바엔터테인먼트,2021-08-,개봉영화,장편,한국,20.0,,268.0,,81.0,멜로/로맨스,청소년관람불가,일반영화
72,크레센도,드로르 자하비,,(주)티캐스트,(주)티캐스트,2021-06-,개봉영화,장편,독일,57.0,,253.0,,251.0,드라마,12세이상관람가,독립/예술영화
73,빛나는 순간,소준문,"(주)명필름,웬에버스튜디오,명필름랩",,"(주)명필름,(주)씨네필운",2021-06-,개봉영화,장편,한국,267.0,,251.0,,122.0,드라마,12세이상관람가,독립/예술영화
74,호스트: 접속금지,롭 새비지,,씨네쿼넌 픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2021-07-,개봉영화,장편,영국,148.0,,222.0,,111.0,공포(호러),15세이상관람가,독립/예술영화
75,가족은 괴로워3: 아내여 장미처럼,야마다 요지,,(주)미디어캐슬,(주)미디어캐슬,2021-08-,개봉영화,장편,일본,4.0,,207.0,,27.0,드라마,전체관람가,독립/예술영화
76,아메리칸 히트맨,커크 코우테,,(주)씨네마블랙,(주)씨네마블랙,2021-07-,개봉영화,장편,캐나다,5.0,,205.0,,100.0,액션,청소년관람불가,독립/예술영화
77,바디 브로커,,,(주)스마일이엔티,(주)스마일이엔티,2021-07-,개봉영화,장편,미국,52.0,,200.0,,200.0,범죄,15세이상관람가,일반영화
78,트리거 포인트,브래드 터너,,(주)타임앤드스페이스,(주)타임앤드스페이스,2021-07-,개봉영화,장편,캐나다,5.0,,200.0,,100.0,액션,15세이상관람가,독립/예술영화
79,숲의 비명 : 사라진 사람들,전혜림,"(주)트리필름,(주)포레스트필름",,(주)트리필름,2021-08-,개봉영화,장편,한국,6.0,,171.0,,106.0,공포(호러),15세이상관람가,독립/예술영화
80,슈퍼딥,,,,주식회사 루믹스미디어,2021-08-,개봉영화,장편,러시아,5.0,,152.0,0.0,0.0,공포(호러),15세이상관람가,독립/예술영화
81,청춘선거,민환기,오프 램프,,아이 엠,2021-06-,개봉영화,장편,한국,27.0,,152.0,,22.0,다큐멘터리,12세이상관람가,독립/예술영화
82,자메이카의 소울: 이나 데 야드,피터 웨버,,(주)엣나인필름,(주)엣나인필름,2021-07-,개봉영화,장편,프랑스,12.0,,149.0,,18.0,다큐멘터리,12세이상관람가,독립/예술영화
83,CCTV,김홍익,채널맥,,마루아트센터(주),2021-07-,개봉영화,장편,한국,1.0,,143.0,,143.0,공포(호러),15세이상관람가,일반영화
84,포이즌 로즈,"조지 갈로,프란체스코 친퀘마니",,주식회사 더쿱,예지림엔터테인먼트,2021-07-,개봉영화,장편,미국,14.0,,132.0,,90.0,스릴러,15세이상관람가,독립/예술영화
85,켈리 갱,저스틴 커젤,,오드,오드,2021-08-,개봉영화,장편,호주,9.0,,127.0,,98.0,범죄,15세이상관람가,독립/예술영화
86,사제로부터 온 편지,최종태,(주)영화사소요,,(주)드림팩트엔터테인먼트,2021-08-,개봉영화,장편,한국,4.0,,118.0,,19.0,다큐멘터리,전체관람가,독립/예술영화
87,화이트 온 화이트,,,대성필름,"대성필름,시네마 뉴원",2021-06-,개봉영화,장편,스페인,34.0,,115.0,0.0,0.0,드라마,12세이상관람가,독립/예술영화
88,온 더 로드,이재한,주식회사 스토리웍스코리아,,CGV ICECON,2021-07-,개봉영화,장편,한국,18.0,,111.0,,92.0,다큐멘터리,전체관람가,일반영화
89,고추와 바나나,핑크라이더,비스킷미디어,,(주)메이크아트,2021-08-,개봉영화,장편,한국,5.0,,100.0,,20.0,드라마,청소년관람불가,일반영화
90,대테러부대: 팀 울프,알페르 카글라,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-08-,개봉영화,장편,기타,5.0,,100.0,,20.0,전쟁,15세이상관람가,독립/예술영화
91,동거인의 아내,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2021-08-,개봉영화,장편,한국,5.0,,100.0,,20.0,성인물(에로),청소년관람불가,일반영화
92,블룸 업: 스와핑,마우로 루소 루즈,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-08-,개봉영화,장편,미국,5.0,,100.0,,20.0,다큐멘터리,청소년관람불가,독립/예술영화
93,샤먼 로드,최상진,강 컨텐츠,,강 컨텐츠,2021-07-,개봉영화,장편,한국,5.0,,100.0,,57.0,다큐멘터리,12세이상관람가,독립/예술영화
94,일루셔니스트,,,(주)액티버스엔터테인먼트,비케이 시네윈,2021-08-,개봉영화,장편,중국,5.0,,100.0,,20.0,액션,12세이상관람가,독립/예술영화
95,흩어진 밤,"이지형,김솔","(주)타이거시네마,DGC",,영화배급협동조합 씨네소파,2021-06-,개봉영화,장편,한국,49.0,,94.0,0.0,0.0,드라마,전체관람가,독립/예술영화
96,죽어도 좋은 경험: 천사여 악녀가 되라,김기영,유성영화(주),,주식회사 블루필름웍스,2021-07-,개봉영화,장편,한국,28.0,,90.0,,82.0,드라마,"연소자관람불가,청소년관람불가",독립/예술영화
97,옥스포드 살인사건,알렉스 드 라 이글레시아,,(주)영화사 안다미로,(주)팝엔터테인먼트,2021-07-,개봉영화,장편,스페인,91.0,,89.0,,89.0,범죄,15세이상관람가,독립/예술영화
98,북샵,이자벨 코이젯트,,(주)콘텐츠판다,(주)콘텐츠판다,2021-06-,개봉영화,장편,스페인,9.0,,88.0,,85.0,드라마,전체관람가,독립/예술영화
99,"식물카페, 온정",최창환,매치컷(주),,매치컷(주),2021-06-,개봉영화,장편,한국,19.0,,74.0,,7.0,기타,전체관람가,독립/예술영화
100,교회누나랑 첫 여자,김성현,(주)담화,,(주)담화,2021-08-,개봉영화,장편,한국,1.0,,60.0,,60.0,성인물(에로),청소년관람불가,일반영화
101,날 젖혀버린 새아들,,,,(주)픽쳐레스크,2021-08-,개봉영화,장편,일본,1.0,,60.0,,60.0,멜로/로맨스,청소년관람불가,일반영화
102,넣어준 관리인,나기라 겐조,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1.0,,60.0,,60.0,멜로/로맨스,청소년관람불가,일반영화
